,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61
67,4,5,5,3,0,5,4,5,0,4,0,0,0,5,4,6,5,5,4,5,0,0,0,0,0,0,5,6,0,6,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4,4,4,4,0,5,5,4,0,5,0,0,0,5,5,5,5,5,4,5,0,0,0,0,0,0,5,5,0,5,5,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,4,4,6,0,5,5,4,0,3,0,0,0,4,4,4,5,5,5,4,0,0,0,0,0,0,5,5,0,5,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,2,2,4,0,4,4,4,0,4,0,0,0,4,5,5,5,4,5,5,0,0,0,0,0,0,5,6,0,6,5,6,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,4,3,3,4,0,4,4,4,0,4,0,0,0,4,4,4,4,3,5,5,0,0,0,0,0,0,5,5,0,5,5,5,0,0,5,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,7,4,4,4,0,4,4,3,0,4,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,0,4,4,4,0,0,4,0,0,0,4,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,3,2,3,0,4,4,3,0,4,0,0,0,4,3,4,4,4,3,2,0,0,0,0,0,0,4,4,0,4,4,4,0,0,6,0,0,0,4,0,0,5,5,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
74,3,3,2,3,0,3,1,2,0,4,0,0,0,3,4,3,4,4,4,4,0,0,0,0,0,0,4,4,0,4,4,4,0,0,4,0,0,0,4,0,0,4,4,0,0,4,0,4,1,6,2,0,0,0,0,0,0,0,0,0,0
75,14,3,3,3,0,3,3,3,0,3,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,0,3,4,0,0,3,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0
76,2,3,3,3,0,3,2,3,0,3,0,0,0,3,4,3,4,3,3,4,0,0,0,0,0,0,4,4,0,4,3,3,0,0,4,0,0,0,4,0,1,4,4,0,0,4,0,4,4,3,4,0,0,0,0,0,0,0,0,0,0
77,12,3,3,3,0,3,3,3,0,3,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,4,3,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
78,2,2,3,2,0,3,1,3,0,2,0,0,0,4,3,2,3,4,4,3,0,0,0,0,0,0,3,3,0,3,4,4,0,0,4,0,0,0,4,0,4,5,5,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0
79,3,3,3,3,0,3,3,1,0,3,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,10,0,3,5,5,0,0,4,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
80,13,3,3,3,0,2,3,3,0,3,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,4,3,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
81,14,3,3,3,0,3,3,3,0,3,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,2,3,3,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
82,14,3,3,3,0,3,3,3,0,3,0,0,0,2,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
83,2,3,2,3,0,3,3,2,0,3,0,0,0,3,3,3,1,3,4,4,0,0,0,0,0,0,4,4,0,4,4,4,0,0,4,0,0,0,3,0,4,4,4,0,0,4,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0
84,2,2,3,3,0,3,3,2,0,3,0,0,0,3,3,3,3,3,3,4,0,0,0,0,0,0,4,4,0,4,4,3,0,0,2,0,0,0,3,0,4,4,4,0,0,4,0,4,4,5,4,0,0,0,0,0,0,0,0,0,0
85,3,2,3,3,0,3,3,1,0,3,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,4,4,0,4,4,4,0,0,4,0,0,0,4,0,4,3,4,0,0,4,0,4,3,4,3,1,0,0,0,0,0,0,0,0,0
86,2,3,2,2,0,2,3,1,0,0,0,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,4,4,0,4,3,4,0,0,4,0,0,0,4,0,4,4,4,0,0,4,0,4,3,4,4,5,1,0,0,0,0,1,0,0,0
87,2,2,1,1,0,0,2,2,0,0,0,0,0,2,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,4,4,0,0,4,0,0,0,3,0,4,4,4,0,0,4,0,3,4,4,4,5,5,0,0,0,0,4,1,0,0
88,10,2,1,0,0,0,3,3,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,0,3,4,3,3,3,3,0,0,0,0,3,3,1,1
89,2,2,1,0,0,0,3,7,0,0,0,0,0,2,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,0,5,3,3,3,3,3,0,0,0,0,3,3,3,3
90,2,1,0,0,0,0,1,2,0,0,0,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,4,0,0,4,0,0,0,4,0,3,4,3,0,0,3,0,6,4,4,2,3,4,0,0,0,0,3,4,4,3
91,8,1,0,0,0,0,1,3,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,2,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,0,5,4,4,3,3,3,0,0,0,0,3,3,3,3
92,8,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,1,3,4,3,3,3,3,1,0,0,0,3,3,3,2
93,2,0,0,0,0,0,3,6,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,2,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3
94,5,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,2,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3
95,1,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,3,3,2,2,0,0,0,0,0,0,3,3,0,3,1,3,0,0,2,0,0,0,3,0,3,3,3,0,0,4,4,3,4,4,3,3,4,4,0,0,0,4,3,4,3
96,4,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,2,3,3,0,0,3,3,3,3,3,3,3,4,3,0,0,0,3,3,3,3
97,2,0,0,0,0,0,1,8,0,0,0,0,0,3,3,3,2,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,2,0,0,3,3,3,3,2,3,3,3,3,0,2,0,3,3,3,3
98,2,0,0,0,0,0,2,5,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,2,0,3,3,3,0,0,2,0,0,0,3,0,3,3,3,0,0,3,3,3,3,3,3,3,4,2,0,3,0,3,3,3,3
99,2,0,0,0,0,0,3,2,0,0,0,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,3
100,2,0,0,0,0,0,3,1,0,0,0,0,0,3,3,3,2,2,3,3,0,0,0,0,0,0,2,3,0,3,3,3,0,0,3,0,0,0,3,0,3,3,3,0,0,3,3,3,3,3,3,3,4,2,4,3,0,3,3,3,3
