x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,Target
28,32,81,7.0,3.26999998092651,12.1000003814697,81.0,3665,7.5,51.5999984741211,13.1999998092651,4,2,1,54,823.763977050781
35,28,71,8.80000019073486,3.28999996185303,11.1000003814697,86.3000030517578,3042,14.6999998092651,44.5999984741211,11.3999996185303,31,21,64,60,985.950012207031
44,29,74,10.3999996185303,3.21000003814697,9.80000019073486,81.5999984741211,4260,0.800000011920929,39.4000015258789,12.3999996185303,6,6,33,54,962.35400390625
45,28,74,10.6000003814697,3.21000003814697,11.1000003814697,82.5999984741211,1883,3.40000009536743,41.9000015258789,12.3000001907349,5,4,20,56,904.155029296875
45,40,80,8.30000019073486,3.3199999332428,10.1000003814697,70.3000030517578,2682,21.0,46.0999984741211,24.1000003814697,17,14,78,56,961.008972167969
46,55,84,5.59999990463257,3.34999990463257,11.3999996185303,79.6999969482422,2647,21.0,46.9000015258789,17.8999996185303,6,5,1,59,952.528991699219
43,27,72,9.0,3.25,11.5,87.0999984741211,2909,7.19999980926514,51.5999984741211,9.5,7,3,10,56,887.466003417969
60,67,82,10.0,2.98000001907349,11.5,88.5999984741211,4657,13.5,47.2999992370606,22.3999996185303,3,1,1,60,861.439025878906
31,27,74,7.19999980926514,3.44000005722046,10.8000001907349,87.0,4834,15.8000001907349,43.5,13.6000003814697,52,35,124,59,959.221008300781
15,30,73,8.19999980926514,3.15000009536743,12.1999998092651,84.1999969482422,4824,4.69999980926514,53.0999984741211,12.6999998092651,17,8,28,38,871.765991210938
31,26,73,9.30000019073486,3.22000002861023,10.6999998092651,81.3000030517578,3249,9.5,43.9000015258789,13.6000003814697,11,7,25,59,972.463989257813
10,55,70,7.30000019073486,3.10999989509583,12.1000003814697,88.9000015258789,3033,5.90000009536743,51.0,14.0,144,66,20,61,839.708984375
36,27,72,9.5,3.35999989509583,10.6999998092651,79.3000030517578,4213,6.69999980926514,41.0,13.1999998092651,12,7,20,59,912.346984863281
11,53,68,9.19999980926514,2.99000000953674,12.1000003814697,90.5999984741211,4700,7.80000019073486,48.9000015258789,12.3000001907349,648,319,130,47,861.8330078125
40,34,77,9.19999980926514,3.21000003814697,10.1999998092651,77.0,4101,13.0,45.7000007629395,15.1000003814697,26,26,146,57,970.466979980469
37,31,75,8.0,3.25999999046326,11.8999996185303,78.4000015258789,4259,13.1000003814697,49.5999984741211,13.8999996185303,23,9,15,58,958.838989257813
44,39,78,8.19999980926514,3.3199999332428,11.0,79.9000015258789,3768,28.6000003814697,49.5,17.5,12,9,48,53,1025.501953125
54,54,81,7.40000009536743,3.35999989509583,9.69999980926514,72.8000030517578,3172,31.3999996185303,45.5,24.2000007629395,20,17,1,62,1113.15600585938
41,37,78,6.19999980926514,3.25,12.3000001907349,89.5,5308,25.8999996185303,59.7000007629395,10.3000001907349,65,28,102,52,967.802978515625
40,23,71,11.3000001907349,3.27999997138977,10.3000001907349,73.8000030517578,1671,2.5,47.4000015258789,13.5,5,2,11,60,912.202026367188
31,45,85,7.30000019073486,3.22000002861023,11.3999996185303,80.6999969482422,1844,11.5,48.0999984741211,18.5,1,1,1,53,891.7080078125
43,32,74,10.1000003814697,3.38000011444092,9.5,79.1999969482422,3214,2.90000009536743,43.7000007629395,12.0,11,7,32,54,844.052978515625
36,24,70,9.0,3.30999994277954,10.5,83.1999969482422,6582,8.10000038146973,42.5,12.6000003814697,18,12,37,61,1001.90197753906
45,33,76,7.69999980926514,3.39000010490418,11.3000001907349,82.1999969482422,3152,12.1000003814697,47.2999992370606,10.8999996185303,14,11,42,56,1003.50201416016
