,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28
59,0,0,0,0,0,0,0,2,1,8,4,4,0,0,4,4,4,4,4,4,0,0,7,0,0,0,0,0
60,0,0,0,0,0,0,0,2,0,3,5,3,0,0,5,5,5,5,5,5,0,0,6,0,0,0,1,0
61,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,4,5,5,5,5,0,0,5,1,0,0,5,0
62,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,4,4,4,4,4,0,0,4,6,0,1,4,0
63,0,0,0,0,0,0,0,0,0,2,4,3,0,0,4,3,4,4,4,4,0,0,4,5,1,4,4,0
64,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,4,3,4,4,0,0,4,5,6,5,4,0
65,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,4,3,3,4,4,0,0,4,4,6,6,4,0
66,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,4,4,3,4,4,0,0,4,4,6,5,4,0
67,0,0,0,0,0,0,0,0,0,0,2,5,0,0,4,4,4,4,4,3,0,0,4,4,4,4,4,0
68,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,4,4,4,5,5,0,0,4,4,4,4,4,0
69,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,4,4,4,4,7,0,0,4,4,5,4,5,0
70,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,4,4,6,6,0,0,4,4,4,4,4,0
71,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,4,4,4,4,6,0,0,4,4,4,4,4,0
72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,4,4,6,6,0,0,5,4,4,4,4,0
73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4,4,5,4,6,0,0,4,4,4,4,4,0
74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,4,4,5,4,4,0,0,4,4,3,4,4,0
75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,4,5,4,4,0,0,4,4,3,4,4,0
76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,4,3,6,4,4,0,0,4,4,4,4,4,0
77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,4,8,4,4,0,0,4,4,4,4,4,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,5,0,0,5,5,4,5,5,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,6,5,0,0,5,4,4,5,5,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,8,5,0,0,5,5,0,4,6,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,0,0,6,6,0,4,7,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,2,0,0,4,6,0,5,10,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,0,0,5,6,0,6,6,1
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,0,0,4,5,0,5,5,8
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,0,0,4,4,0,5,6,8
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,0,0,5,5,0,5,5,8
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5,4,0,0,5,5,0,5,6,6
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,0,0,5,5,0,5,5,8
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,0,0,5,6,0,5,6,9
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,4,2,0,0,5,6,0,6,6,9
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,0,0,5,5,0,5,5,6
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,4,0,0,5,5,0,6,6,7
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,4,0,0,4,5,0,5,5,9
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,5,0,0,4,5,0,5,6,5
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,0,0,5,4,0,5,7,6
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,5,0,0,5,2,0,6,5,7
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,3,0,0,5,3,0,7,5,5
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,4,0,0,5,3,0,7,5,5
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,3,0,0,5,5,0,7,5,5
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,5,0,0,4,5,0,8,6,5
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,5,0,0,4,6,0,8,5,5
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,5,0,0,5,7,0,6,7,6
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,5,0,0,5,8,1,6,6,6
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,5,6,6,6,7,6
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,0,6,6,7,8,6,6
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,3,0,0,6,6,7,6,6,5
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,5,5,10,5,5,5
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,4,0,1,4,6,7,5,6,5
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,5,5,5,5,5,5,5
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,5,5,4,6,5,3,3
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,5,5,5,5,5,5,3
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,5,7,5,5,5,5,4
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,4,6,6,5,5,5,5
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,5,5,6,5,5,5,5
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,0,5,5,7,5,5,5,5
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,0,5,5,7,5,5,5,5
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,0,5,5,5,5,5,5,5
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,3,5,6,4,6,5,5
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,4,5,5,5,6,5,3
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,0,3,5,5,5,7,4,2
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,5,5,5,5,5,5,4
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,0,5,5,5,5,6,5,3
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,5,4,4,5,6,5,4
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,0,5,5,4,5,5,5,6
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,0,5,5,5,5,5,7,6
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,3,4,5,6,5,8,6
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,1,5,6,5,6,9,7
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,5,5,5,6,5,5,5
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,5,4,5,6,6,7,5
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,5,5,5,5,6,5,5
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,5,2,4,8,10,6,6
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,5,5,5,6,9,6,5
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,5,5,5,5,10,6,5
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,5,4,5,6,9,7,5
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3,0,5,4,6,6,6,7,5
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,2,0,5,4,5,7,6,5,5
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,3,5,5,8,7,6,3
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,5,5,5,5,7,5,5
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,4,5,5,5,9,5,5
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,5,5,5,6,6,5,4
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,5,6,5,6,7,5,5
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,5,5,6,6,5,5,4
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,0,5,6,7,5,5,5,5
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,5,6,6,5,5,4,5
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,4,6,9,6,5,5,1
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,5,6,8,5,5,5,2
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,0,5,5,5,4,5,4,4
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,5,5,6,5,4,3,3
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,0,5,6,6,5,1,5,2
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,0,5,5,5,4,5,5,4
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,5,5,6,5,4,5,3
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,5,5,5,5,5,5,4
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,5,0,2,5,4,5,5,5,5
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,0,3,3,5,5,5,5,5
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,6,0,4,3,5,4,5,6,6
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,0,4,5,4,4,2,5,5
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,5,5,5,2,4,5,4
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,0,3,5,4,5,5,5,5
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,0,3,4,5,5,4,5,5
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,5,5,4,5,5,5,4
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,0,5,3,5,4,4,5,3
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,0,5,3,5,4,5,4,5
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,0,5,4,3,5,5,4,4
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,0,5,5,3,4,5,5,3
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,6,1,5,4,5,2,5,4,5
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,5,5,4,4,4,3,3,4,4
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,5,5,4,5,3,5,5,3
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,5,5,3,5,5,4
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,4,5,5,2
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,6,6,4,5,3,4,1,1
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,5,2,5,5,3,5,5,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,5,4,5,5,4,5,5,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,5,5,5,5,2,5,4,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,4,5,5,4,5,5,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,5,4,5,4,4,5,5,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,7,4,4,2,3,5,5,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,8,5,5,3,4,5,5,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,7,6,4,3,3,5,5,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,6,5,3,2,4,6,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,7,5,2,5,5,5,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,7,5,4,3,4,5,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,8,5,3,3,4,5,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,6,6,5,5,3,4,5,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,6,6,5,4,3,4,5,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,5,5,5,4,4,4,4,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,6,5,5,4,5,2,4,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,6,5,6,5,3,1,5,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,5,5,4,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,4,5,5,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,3,5,4,6,9,4,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,3,6,7,5,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,5,2,8,6,5,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,5,5,6,6,5,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,5,5,5,8,5,5,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,5,5,5,9,5,5,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,5,5,5,5,6,5,5,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,4,5,5,5,7,6,5,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,5,5,5,5,5,5,5,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,4,6,5,5,6,7,4,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,5,5,5,5,7,4,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,5,3,5,5,11,4,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,4,6,6,8,4,1
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,5,5,5,5,5,6,5
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,2,4,5,5,5,7,4
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,5,4,3,5,5,6,6,6
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,5,5,5,5,5,5
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,5,3,5,5,7,7,6
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,5,5,5,5,7,5
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,5,4,5,5,6,5
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,4,5,4,5,5,7,5
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,3,5,5,5,5,8,5
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,4,4,5,6,5
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,4,4,5,5,5,7,5
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,5,4,5,5,5,7,5
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,5,5,5,5,6,9,5
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,5,5,5,5,5,6,5
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,5,5,5,9,5
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,3,6,5,6,6,8,6
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,3,5,5,7,6,7,5
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,5,5,7,6,6
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,5,5,6,5,8
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,5,5,5,6,8
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,5,5,5,5,5,5,11
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,5,5,5,5,9
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,4,5,5,5,5,5,7
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,3,5,5,5,5,9
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,5,5,5,5,6,5,9
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,5,5,5,6,7,6,7
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,5,5,4,5,7,6,7
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,5,5,5,8,5,5
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,5,5,5,5,8,6,6
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5,5,5,5,5,7,6,5
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3,4,5,5,6,6,6
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,5,3,3,5,7,5,6
