,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54
37,0,15,3,3,3,3,0,3,2,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,4,4,3,3,3,3,3,0,0
38,0,3,3,3,2,2,0,3,4,3,4,4,3,0,0,3,4,0,0,3,0,0,0,3,3,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,2,4,4,4,4,4,4,4,0,0
39,0,2,3,2,2,2,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,4,4,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,5,4,4,4,4,4,5,4,0,0
40,0,3,3,0,3,2,0,3,3,3,3,2,3,0,0,3,3,0,0,3,0,0,0,4,3,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,5,4,4,4,5,4,4,1,1
41,0,1,1,0,1,3,0,3,2,5,3,3,3,0,0,3,4,0,0,2,0,0,0,3,3,0,4,0,0,4,0,0,0,4,4,0,0,1,0,4,0,0,0,0,4,5,3,4,4,4,4,3,4,4
42,0,8,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,4,0,3,0,0,0,0,4,3,3,3,3,3,3,3,3,3
43,0,7,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,5,0,4,0,0,0,0,4,3,2,3,3,3,3,3,3,3
44,0,10,3,0,3,2,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,0,4,3,3,3,3,3,3,3,3,3
45,0,2,2,0,2,3,0,2,2,3,3,2,3,0,0,3,3,0,0,3,0,0,0,3,3,0,4,0,0,3,0,0,0,4,4,0,0,4,0,4,0,0,0,0,4,3,3,4,4,4,4,4,4,4
46,0,9,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,1,4,3,3,3,2,3,3,3,3,3
47,0,7,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,3,3,3,3,2,3,3,4,3,3,3
48,0,7,3,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,3,3,3,3,3,3,2,4,3,3,3
49,0,7,3,0,3,3,0,3,3,3,3,3,3,0,0,2,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,3,3,3,3,3,3,3,4,3,3,3
50,0,5,3,0,3,3,0,3,3,3,3,1,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,3,3,3,3,3,3,4,6,3,3,3
