,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28
25,0,0,0,0,0,0,0,3,3,3,4,0,3,6,4,4,4,4,4,0,0,0,0,2,0,4,0,2
26,0,0,0,0,0,0,0,3,2,3,6,0,3,4,4,4,4,4,4,0,0,0,0,2,0,4,0,3
27,0,0,0,0,0,0,0,1,3,3,7,0,4,4,4,4,4,4,4,0,1,0,0,1,0,3,0,3
28,0,0,0,0,0,0,0,2,3,3,4,0,4,4,4,4,3,4,5,1,5,0,1,0,0,2,0,1
29,0,0,0,0,0,0,0,3,2,6,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,3,0,3
30,0,0,0,0,0,0,0,2,6,3,3,0,3,3,3,3,3,3,3,3,3,0,4,1,0,1,0,3
31,0,0,0,0,0,0,0,1,2,3,3,0,3,2,3,3,3,3,3,3,3,1,5,3,0,3,0,3
32,0,0,0,0,0,0,0,0,2,3,3,0,3,3,3,2,3,3,3,3,3,4,3,3,0,3,0,3
33,0,0,0,0,0,0,0,0,0,2,3,0,3,3,3,2,3,3,3,3,5,4,3,4,0,3,0,3
34,0,0,0,0,0,0,0,0,0,2,3,0,3,3,3,2,3,2,3,3,7,4,3,3,0,3,0,3
35,0,0,0,0,0,0,0,0,0,1,6,0,4,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3
36,0,0,0,0,0,0,0,0,0,5,2,0,4,3,3,3,3,3,3,4,3,3,3,2,0,3,0,3
37,0,0,0,0,0,0,0,0,0,1,6,0,3,3,3,3,3,3,4,3,3,3,3,3,0,3,0,3
38,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,3,3,3,4,3,3,3,3,3,0,3,0,3
39,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,3,3,3,5,3,3,3,3,3,0,3,0,2
40,0,0,0,0,0,0,0,0,0,0,9,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,2
41,0,0,0,0,0,0,0,0,0,0,9,2,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,1
42,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,3,3,3,3,3,3,4,3,3,0,2,0,0
43,0,0,0,0,0,0,0,0,0,0,6,4,4,2,3,3,3,3,3,3,4,4,3,4,0,1,0,0
44,0,0,0,0,0,0,0,0,0,0,9,3,3,3,3,1,2,3,3,3,3,4,4,3,0,3,0,0
45,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,1,4,3,4,3,3,4,4,4,0,4,0,0
46,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,3,5,5,2,5,4,4,4,0,3,0,0
47,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,3,4,5,4,5,4,0,4,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,3,4,4,6,4,4,5,4,1,4,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,4,4,5,4,4,4,4,4,4,3,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,4,4,4,4,4,4,4,4,3,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,5,5,4,4,4,1,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,5,4,4,4,4,4,3,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,4,4,4,4,4,4,5,4,4,4,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,3,4,4,4,4,4,4,5,5,4,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,4,4,4,4,4,5,6,5,4,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,4,4,5,4,5,5,6,6,4,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,5,5,5,7,5,7,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,5,5,5,5,5,5,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,4,5,5,5,5,5,1,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,4,4,4,4,4,4,4,4,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,4,4,5,5,5,4,4,6,1
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,4,4,4,4,4,5,5,4
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,3,4,5,3,5,5,5,6
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,5,6
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,6,4,5,5
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,5,5,4,4,4,6
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,4,6,5,5,5,5,5
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,5,5,4,5,5,6
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,6,4,4,7
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,4,4,5,5,5,5,6
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,4,4,4,4,4,4,5,5
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,5,5,6,6
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,4,4,4,4,4,4,4,4,5
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,4,4,5,4,5,5,5,6
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,4,4,5,4,5,5,5,6
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,4,4,5,5,5,4,5,7
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,3,5,4,4,5,4,5,6
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,4,5
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4,4,4,4,4,4,4,4,6
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,5,4,5,5,5
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,4,4,4,4,4,4,6
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,4,4,7
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,4,5,4,5,4,5,5,6
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,4,4,4,4,4,4,3,4
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,7,4,4
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,4,5,5,4,5,4,5
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4,4,4,4,4,4,4,4,6
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,4,4,4,6,5,4,6
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,4,4,5,5,5,4,5,5
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,4,4,4,4,4,4,5,5
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,4,4,4,4,4,4,4,7
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,4,4,4,4,4,4,4,5
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,8
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,5,4,5,5,7
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,5,5,4,5,5,8
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,4,4,4,4,4,4,9
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,4,4,7
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,5,4,5,6,5,6
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,5,6,5,5,6
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,5,5,5,5,5,6,6
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,5,5,4,6,5
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,5,5,5,5,6,6
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,5,5,5,5,5,6
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,5,5,5,5,5,5,5
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,5,5,5,5,6
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,4,5,5,5,5,5,7
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,5,5,5,5,5,5,7
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,5,5,5,5,5,6
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,5,5,5,5,5,5
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,5,5,5,5,5,5
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,5,5,5,5,5,6
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,5,5,5,7,6,7
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,5,5,5,6,6,6,7
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,5,5,5,5,6,6,8
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,5,5,6,6,6,6,6
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,5,4,5,5,5,5
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,5,5,5,5,5,8
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,5,5,5,7
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,5,5,6,6,6,6
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,5,5,5,5,5,6
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,5,5,5,5,5,11
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,5,5,6,9
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,5,6,5,6,6,9
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,5,5,5,5,5,8
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,5,5,5,5,5,6
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,5,5,5,5,5,5,7
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,6,4,6,6,6,8
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,5,5,5,8
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,5,5,6,6
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,5,5,5,5,6
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,5,5,5,5,5,6
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,5,5,5,6,9
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,5,6,6,7,6
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,6,6,6,6,8,6
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,6,6,6,7,6
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,6,6,7,7,8
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,6,8,6,6,8
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,9,6,7,7
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,6,7,7,7
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,7,7,7,7
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,7,7,7,7
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,7,7,6,7
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,5,9,7,6,7
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,7,6,7,7
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,8,7,7,6
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,8,8,7,6
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,9,9,7,6
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,7,8,7,7,7
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,7,7,6,6,7
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,7,7,8
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,7,7,6,7,8
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,5,7,7,7,8
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,8,7,7,7
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,7,7,6,7
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,4,6,7,7,7,7
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,6,3,5,6,6,6,6
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,6,5,6,6,6,5
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,5,5,6,6,5,4,4
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,7,5,6,5,6,4
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,6,5,6,6,6,6
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,6,6,6,6,8,5,6
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,7,6,7,7,6,6
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,6,6,6,7,6,6,6
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,6,6,6,7,6,6,6
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,6,7,7,6,6,6
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,7,8,6,7,6,4
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,7,6,6,6,6,6
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,8,6,6,6,6,6
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,6,7,6,6,6,6,6
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,6,6,6,6,5,6
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,6,6,6,6,6,5
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,6,6,6,6,5
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,6,7,7,7,2
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,7,6,5,7,5,2
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,6,6,6,5,5,3
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,5,5,5,5,5,3,2
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,5,5,5,5,5,5,3,3
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,6,6,5,5,5,5,3,2
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,5,5,6,5,5,4,5,4,2
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,5,5,5,5,5,4,2,2
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,5,5,4,5,5,5,2,2
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,5,5,5,5,5,5,2,2
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,5,5,5,4,4,5,2,2
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,5,5,4,5,5,4,0,4
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,5,5,5,5,5,5,2,0,2
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,6,5,5,4,5,3,3,0,3
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,5,5,5,5,5,3,3,0,5
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,5,5,5,5,5,4,5,0,2
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,5,5,5,5,4,4,5,0,3
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,5,5,5,5,5,3,0,2
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,5,5,5,5,5,4,5,0,2
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,5,6,5,5,5,5,3,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,5,6,6,6,6,3,2,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,5,6,6,6,6,6,2,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,5,5,5,4,5,5,4,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,5,5,4,5,5,4,3,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,3,5,5,5,5,1,5,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,3,5,5,5,5,4,2,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,5,5,5,5,5,5,2,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,7,5,4,5,5,5,3,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,1,0,7,5,5,5,5,4,1,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,0,5,5,4,5,4,5,3,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,0,5,5,5,5,5,5,2,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,5,5,5,5,5,4,2,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,5,5,5,5,4,5,4,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,5,4,5,5,5,5,4,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,4,5,4,5,5,5,5,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,5,4,5,5,5,5,4,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,0,4,2,4,5,5,5,5,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,0,3,5,3,5,5,5,5,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,3,5,5,5,5,5,5,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,4,5,4,5,5,5,5,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,5,5,5,5,5,5,5,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,0,4,4,5,5,5,5,5,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,3,5,5,4,5,4,5,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,4,5,5,4,5,4,5,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,4,5,5,5,4,5,5,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,6,5,5,4,3,4,4,0,0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,0,6,6,5,3,5,4,2,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,5,6,5,4,4,5,4,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,5,7,5,5,5,2,4,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,0,7,6,4,4,4,3,4,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,2,1,5,5,5,5,4,5,4,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,7,6,5,4,3,4,4,3,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4,7,5,4,4,4,4,4,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,4,4,5,4,4,4,4,3,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,5,5,5,4,4,3,3,3,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,4,6,5,4,3,4,4,2,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,4,4,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,5,4,6,6,2,4,3,4,0,0
