,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28
26,0,0,0,0,0,0,5,3,3,3,4,4,4,4,4,4,0,0,4,0,0,0,0,4,0,4,0,0
27,0,0,0,0,0,0,2,2,4,3,3,4,4,4,4,4,0,0,4,0,0,0,0,4,0,4,0,4
28,0,0,0,0,0,0,3,3,3,3,3,3,2,3,3,3,0,0,3,9,0,0,0,3,0,3,0,3
29,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,0,0,3,3,0,4,0,4,0,4,0,4
30,0,0,0,0,0,0,1,1,2,2,3,3,3,3,4,4,0,0,4,4,0,4,0,4,0,4,0,4
31,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,0,0,3,3,0,3,0,3,0,3,6,3
32,0,0,0,0,0,0,7,2,2,1,3,2,3,3,3,3,0,0,3,3,0,3,0,3,0,3,3,3
33,0,0,0,0,0,0,2,2,2,0,3,3,3,3,3,3,0,0,3,3,0,3,0,3,0,3,8,3
34,0,0,0,0,0,0,1,2,2,0,3,3,3,3,3,3,0,0,3,4,0,4,0,4,0,4,4,4
35,0,0,0,0,0,0,0,2,3,0,3,3,3,3,3,4,0,0,4,3,0,4,0,3,0,4,4,4
36,0,0,0,0,0,0,0,1,2,0,3,2,3,4,3,4,0,0,4,4,0,4,0,4,0,4,4,4
37,0,0,0,0,0,0,0,9,3,0,2,3,3,3,3,3,0,0,3,3,0,3,0,3,0,3,3,3
38,0,0,0,0,0,0,0,6,3,0,3,3,3,3,3,3,0,0,3,2,0,3,3,3,0,3,3,3
39,0,0,0,0,0,0,0,2,6,0,3,3,3,3,3,3,0,0,3,3,0,3,3,3,0,3,3,3
40,0,0,0,0,0,0,0,2,2,0,2,6,3,2,3,3,0,0,3,3,0,3,3,3,3,3,3,3
41,0,0,0,0,0,0,0,2,5,0,2,2,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3
42,0,0,0,0,0,0,0,4,2,0,3,3,3,2,3,3,0,0,3,3,0,3,3,3,3,3,3,3
43,0,0,0,0,0,0,0,1,4,0,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3
44,0,0,0,0,0,0,0,3,2,0,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3
45,0,0,0,0,0,0,0,0,6,0,3,3,3,2,3,3,0,0,3,3,0,3,3,3,3,3,3,3
46,0,0,0,0,0,0,0,0,2,0,7,3,3,3,3,3,0,0,3,3,0,3,3,3,3,2,3,3
47,0,0,0,0,0,0,0,0,2,0,7,3,3,3,3,3,0,0,3,3,0,3,3,2,3,3,3,3
48,0,0,0,0,0,0,0,0,2,0,6,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3
49,0,0,0,0,0,0,0,0,6,0,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,2
50,0,0,0,0,0,0,0,0,2,0,3,2,3,3,3,3,0,0,3,3,0,3,3,3,3,3,7,3
51,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,3,0,0,4,4,0,4,4,4,4,4,4,4
52,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,3,3,0,3,4,4,4,3,4,4
53,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,0,0,3,3,0,4,4,4,4,4,4,3
54,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,2,3,0,4,3,4,4,4,4,4
55,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,0,0,3,4,0,4,4,3,4,4,4,4
56,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,0,0,1,4,4,3,4,3,4,4,4,4
57,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,3,0,0,3,5,4,3,4,4,4,4,4,4
58,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,3,3,4,4,4,4,4,4,2
59,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,3,4,4,4,4,4,4,3,2
60,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,4,4,4,4,3,4,4,4,4,4
61,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,0,0,3,4,4,4,4,4,4,4,3,4
62,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,4,4,4,4,4,4,4,4,4,4
63,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,3,3,4,4,3,4,4,3,4
64,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,7,4,3,4,3,3,3,3,3
65,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,3,3,3,3,3,3,2,3,3,3,3
66,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,3,3,3,3,3,3,2,3,3,3,3
67,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,3,4,4,4,4,3,4,3,3,4,3
68,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,9,3,3,3,3,3,3,3,3,3
69,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,2,3,4,4,4,4,3,4,4,4,2
70,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,3,4,3,3,3,4,4,3,4,4,4
71,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,3,4,3,3,3,3,3,4,4,4,4
72,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,3,3,3,3,3,4,3,4,4,4,4
73,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,3,3,2,3,2,4,4,4,3,4,4
74,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,4,3,4,3,2,3,3,3,4,4,4
75,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,0,4,4,3,3,4,3,3,3,4,3,4
76,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,0,4,4,3,2,3,3,3,3,3,4,4
77,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,3,4,4,4,3,3,4,4,4
78,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,4,3,3,3,4,3,4,3,4,4
79,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,3,3,4,3,4,4,4,4,4
80,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,3,3,3,3,4,4,4,4,4,4,4
81,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,3,3,4,3,4,4,4,4,4,4,4
82,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,3,3,4,4,4,4,4,4,4,4,4
83,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,4,4,4,4,4,4,4,4,4,4,4
84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,6,4,4,4,4,4,4,4,4,4
85,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,4,4,4,4,4,4,4,6,4,4
86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,4,4,4,5,3,5,5,5,5,5
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,4,4,4,4,4,4,4,4
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,4,5,5,5,4,4,5,4,5
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,4,4,5,5,4,4,5,5,5
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,4,4,4,5,5,5,5,5,5
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,4,5,5,5,5,5,5,5
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,4,5,5,4,4,5,5,5,4
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,4,4,4,5,5,4,5,4
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,4,4,3,4,4,4,4,4
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,3,4,4,4,4,4,4,4,4
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,4,4,4,4,4,4,4,4,4
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,4,5,4,5,4,5,4,5,5
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,4,3,4,4,4,4,4,4
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,4,4,4,4,5,5,5,5,5
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,4,6,5,5,4,4,4,4
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,4,4,4,3,4,4,4,4
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,4,4,5,5,5,5,4,5,4
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,3,4,4,4,4,4,4,4,4
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,3,4,4,4,4,4,4,4
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,4,4,4,4,4,4,4,4,4
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,4,4,4,4,3,4,4,4
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,4,4,4,4,4,4,4,4
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,5,5,5,5,5
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,4,5,5,5,5,4,5
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,4,5,5,5,5,5,5,5
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,4,4,4,4,4,8,4,4,4
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,4,4,4,4,4,4,4,4,4
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,4,4,4,4,4,4,4,4
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,4,4,4,5,5,5,5,5,4
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,5,5,5,5,5,5
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,5,5,5,5,5,5
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,5,5,5,5,5,5
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,5,5,5,5,5,5,5
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,6,5,5,5,5,5,5,5
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,5,5,5,5,5,5
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,5,5,5,5,5,5,5
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,5,5,5,4,5,5,5
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,7,5,5,5
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,5,5,5,5,5,5
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,5,5,5,5,5,5
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,6,4,5,5
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,5,5,5,5,5,5
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,5,5,5,5,5,5
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,8,5,5,5,4
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,5,5,5,5,5,5,5
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,5,5,5,5,5,5
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,5,5,5,5,5,5
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,5,5,5,5,5,5
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,5,5,5,5,7
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,5,5,5,5,5,5
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,4,5,5,5,5,5
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,5,5,5,5,5,5
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,4,5,5,5,5,5
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,5,5,5,5,5,5
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,4,6
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,5,5,7,5,5,6
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,5,5,6,6,5,6
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,6,6,6,6,6,6
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,5,5,8,6,6,6
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,5,5,5,5,5
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,6,5,5,6,6,6
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,4,5,5,5,5,7
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,5,5,4,5,5
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,5,5,5,5,5,5
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,4,5,5,5,6,6
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,5,5,5,5,5,5
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,5,5,5,5,7
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,5,5,6,6,6
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,4,5,6,6,6
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,5,5,5,6,6,6
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,4,5,5,5,5
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,4,6,6,6,6
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,4,5,5,5,5,5
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,3,5,6,6,6,6
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,5,4,5,6,6,6
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,5,5,5,6,6,6
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,5,5,5,6,6
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,4,5,5,5,5
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,6,6,6,5,6
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,7,5,5,5,6
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,4,5,5,5
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,5,5,5,5,8
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,4,5,5,5
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,4,5,5,5,5
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,7,6,5
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,5,5,5,5,5,5
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,5,5,5,5,5,5
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,6,6,6,6,6,6
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,6,6,5,6,6,6
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,5,5,8,7,7
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,7,7
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,6,7,7,7
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,6,8,8,8
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,7,7,7,7
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,7,7,7,8,8
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,6,7,7,7
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,6,7,7,7,7
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,6,7,7,7
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,6,6,7,7
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,5,7,7,7
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,6,7,7,7,7
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,6,6,6,7
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,5,7,7,7
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,7,6,6,6,7
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,7,7,6,6,6
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,6,6,6,6,6
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,6,6,6,6,6
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,5,6,7,7
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,6,6,5,7,6
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,5,6,7,7
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,5,6,6,7,7
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,4,7,7,7
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,5,6,6,6,6
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,7,7
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,6,4,7,7,7
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,5,5,7,7,7
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,5,6,7,7
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,6,7,7,7
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,8,7
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,6,8,7,7
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,7,7,7
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,7,7,6,7
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,6,7,7,7,7
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,5,7,7,7,7
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,6,6,9,6
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,7,7,7,7
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,7,7,7
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,6,7,6,8,7
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,7,7,8,8
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,7,7
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,7,7,7,9
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,7,7,7,7,8
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,7,7
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,6,7,7,7
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,6,5,7,7,8
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,4,7,7,7,7
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,6,6,5,9,8
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,7,7,7,7
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,8,7,7,7,7
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,6,7,7,8
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,5,7,7,9
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,8,7,7,7,7
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,7,7,7,7,7
